,brand,model,transmission,make_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
1603,Honda,City 1.5L I-VTEC ZX,Manual,2020.0,Petrol,1497.0,30951.0,1st owner,1064000,20252.0,True,No,KA05,2020 Honda City 1.5L I-VTEC ZX
1604,Nissan,MAGNITE XV DUAL TONE,Manual,2021.0,Petrol,999.0,9840.0,1st owner,722000,14110.0,True,Yes,KA01,2021 Nissan MAGNITE XV DUAL TONE
1605,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2016.0,Petrol,1197.0,82571.0,3rd owner,356000,6960.0,True,No,KA05,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
1606,Maruti,Ritz VXI,Manual,2014.0,Petrol,1197.0,73631.0,2nd owner,355000,7897.0,True,No,KA02,2014 Maruti Ritz VXI
1607,Tata,PUNCH CREATIVE  MT,Manual,2022.0,Petrol,1199.0,20447.0,2nd owner,744000,14545.0,True,No,KA13,2022 Tata PUNCH CREATIVE  MT
1608,Honda,City 1.5L I-VTEC V MT,Manual,2012.0,Petrol,1497.0,116782.0,2nd owner,379000,12598.0,True,No,KA53,2012 Honda City 1.5L I-VTEC V MT
1609,Honda,WR-V 1.2L I-VTEC VX MT,Manual,2020.0,Petrol,1199.0,74928.0,1st owner,764000,14936.0,True,No,KA23,2020 Honda WR-V 1.2L I-VTEC VX MT
1610,Maruti,Ertiga VXI SHVS,Manual,2022.0,Petrol,1462.0,9884.0,1st owner,1033000,19662.0,True,Yes,KA05,2022 Maruti Ertiga VXI SHVS
1611,Maruti,Dzire ZXI PLUS AMT,Automatic,2017.0,Petrol,1197.0,105838.0,1st owner,566000,12592.0,True,No,KA20,2017 Maruti Dzire ZXI PLUS AMT
1612,Renault,Kwid CLIMBER 1.0 AMT,Automatic,2018.0,Petrol,999.0,52734.0,1st owner,350000,6843.0,True,No,KA51,2018 Renault Kwid CLIMBER 1.0 AMT
1613,Maruti,New Wagon-R ZXI 1.2,Manual,2022.0,Petrol,1197.0,8524.0,1st owner,641000,12538.0,True,No,KA04,2022 Maruti New Wagon-R ZXI 1.2
1614,Hyundai,i20 SPORTZ 1.4 CRDI,Manual,2014.0,Diesel,1396.0,102555.0,1st owner,416000,10955.0,True,No,KA04,2014 Hyundai i20 SPORTZ 1.4 CRDI
1615,Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2016.0,Petrol,1591.0,60817.0,1st owner,859000,16355.0,True,No,KA52,2016 Hyundai Creta SX PLUS 1.6 PETROL
1616,Hyundai,Xcent S 1.2,Manual,2014.0,Petrol,1197.0,82065.0,1st owner,370000,8230.0,True,No,KA04,2014 Hyundai Xcent S 1.2
1617,Hyundai,NEW SANTRO SPORTZ MT,Manual,2019.0,Petrol,1086.0,33811.0,1st owner,483000,9442.0,True,No,KA05,2019 Hyundai NEW SANTRO SPORTZ MT
1618,Tata,NEXON XZ PLUS (HS) DIESEL,Manual,2022.0,Diesel,1497.0,31035.0,1st owner,1100000,20932.0,True,No,KA04,2022 Tata NEXON XZ PLUS (HS) DIESEL
1619,Toyota,Glanza V AMT,Automatic,2023.0,Petrol,1197.0,7757.0,1st owner,969000,18438.0,True,No,KA20,2023 Toyota Glanza V AMT
1620,Honda,Amaze 1.2L I-VTEC VX,Manual,2014.0,Petrol,1198.0,109589.0,2nd owner,381000,8467.0,True,No,KA03,2014 Honda Amaze 1.2L I-VTEC VX
1621,Hyundai,Creta SX PLUS 1.6 PETROL,Manual,2017.0,Petrol,1591.0,68811.0,2nd owner,905000,17226.0,True,No,KA04,2017 Hyundai Creta SX PLUS 1.6 PETROL
1622,Hyundai,Verna FLUIDIC 1.6 CRDI SX,Manual,2014.0,Diesel,1582.0,89332.0,2nd owner,505000,13290.0,True,No,KA25,2014 Hyundai Verna FLUIDIC 1.6 CRDI SX
1623,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,26534.0,1st owner,434000,8485.0,True,No,KA04,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
1624,Maruti,Celerio VXI,Manual,2015.0,Petrol,998.0,39773.0,1st owner,400000,7816.0,True,No,KA53,2015 Maruti Celerio VXI
1625,MG,HECTOR SHARP 2.0 DIESEL,Manual,2019.0,Diesel,1956.0,49559.0,1st owner,1447000,27542.0,True,Yes,KA03,2019 MG HECTOR SHARP 2.0 DIESEL
1626,Hyundai,Verna 1.6 VTVT SX,Manual,2018.0,Petrol,1591.0,15912.0,1st owner,877000,16693.0,True,No,KA51,2018 Hyundai Verna 1.6 VTVT SX
1627,Ford,Ecosport TREND 1.5L DIESEL,Manual,2018.0,Diesel,1498.0,47693.0,2nd owner,749000,14643.0,True,Yes,KA03,2018 Ford Ecosport TREND 1.5L DIESEL
1628,Renault,Duster RXZ 1.5 PETROL MT,Manual,2020.0,Petrol,1498.0,41619.0,2nd owner,791000,15461.0,True,Yes,KA51,2020 Renault Duster RXZ 1.5 PETROL MT
1629,Honda,Jazz 1.2L I-VTEC X,Manual,2012.0,Petrol,1198.0,35444.0,1st owner,346000,11492.0,True,No,KA05,2012 Honda Jazz 1.2L I-VTEC X
1630,KIA,SELTOS HTX PLUS 1.5 DIESEL,Manual,2021.0,Diesel,1493.0,39132.0,1st owner,1464000,27866.0,True,Yes,KA03,2021 KIA SELTOS HTX PLUS 1.5 DIESEL
1631,Honda,Brio EX MT,Manual,2013.0,Petrol,1198.0,55685.0,1st owner,305000,8044.0,True,No,KA01,2013 Honda Brio EX MT
1632,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2017.0,Petrol,1197.0,31072.0,1st owner,550000,10751.0,True,No,KA01,2017 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
1633,Mahindra,XUV300 W8 (O) 1.2 PETROL,Manual,2021.0,Petrol,1197.0,9715.0,1st owner,1046000,19917.0,True,No,KA51,2021 Mahindra XUV300 W8 (O) 1.2 PETROL
1634,Hyundai,Elite i20 ASTA 1.4 CRDI (O),Manual,2016.0,Diesel,1396.0,79701.0,2nd owner,662000,12932.0,True,No,KA51,2016 Hyundai Elite i20 ASTA 1.4 CRDI (O)
1635,Honda,Jazz 1.2L I-VTEC VX,Manual,2017.0,Petrol,1199.0,34743.0,1st owner,589000,11515.0,True,No,KA03,2017 Honda Jazz 1.2L I-VTEC VX
1636,Hyundai,Verna FLUIDIC 1.6 CRDI SX,Manual,2012.0,Diesel,1582.0,123296.0,2nd owner,401000,18888.0,True,No,KA51,2012 Hyundai Verna FLUIDIC 1.6 CRDI SX
1637,Tata,NEXON XZA PLUS PETROL,Automatic,2022.0,Petrol,1199.0,31940.0,1st owner,1006000,19148.0,True,No,KA03,2022 Tata NEXON XZA PLUS PETROL
1638,Hyundai,i20 SPORTZ 1.2,Manual,2014.0,Petrol,1197.0,40194.0,2nd owner,436000,9707.0,True,No,KA53,2014 Hyundai i20 SPORTZ 1.2
1639,Hyundai,ALCAZAR 2.0 SIGNATURE (O) AT 7STR,Automatic,2022.0,Petrol,1999.0,11009.0,1st owner,1889000,35948.0,True,No,KA01,2022 Hyundai ALCAZAR 2.0 SIGNATURE (O) AT 7STR
1640,Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2020.0,Petrol,1462.0,70110.0,1st owner,823000,15665.0,True,No,KA11,2020 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
1641,KIA,SELTOS HTX IVT 1.5 PETROL,Automatic,2022.0,Petrol,1497.0,39295.0,1st owner,1483000,28218.0,True,No,KA18,2022 KIA SELTOS HTX IVT 1.5 PETROL
1642,Maruti,Wagon R 1.0 VXI AMT,Automatic,2015.0,Petrol,998.0,38523.0,1st owner,374000,7312.0,True,Yes,KA53,2015 Maruti Wagon R 1.0 VXI AMT
1643,Hyundai,AURA SX 1.2 (O),Manual,2020.0,Petrol,1197.0,41269.0,1st owner,666000,13019.0,True,No,KA09,2020 Hyundai AURA SX 1.2 (O)
1644,Maruti,Ertiga ZDI,Manual,2015.0,Diesel,1248.0,57858.0,1st owner,787000,17498.0,True,Yes,KA05,2015 Maruti Ertiga ZDI
1646,Maruti,Ciaz ZXI+ AT,Automatic,2017.0,Petrol,1373.0,73371.0,1st owner,626000,12238.0,True,No,KA05,2017 Maruti Ciaz ZXI+ AT
1647,Maruti,Swift VXI,Manual,2016.0,Petrol,1197.0,70756.0,1st owner,555000,10854.0,True,No,KA02,2016 Maruti Swift VXI
1648,Mahindra,XUV500 W6,Manual,2015.0,Diesel,2179.0,86773.0,2nd owner,761000,16936.0,True,Yes,KA05,2015 Mahindra XUV500 W6
1649,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2016.0,Petrol,1197.0,91417.0,2nd owner,552000,10801.0,True,No,KA19,2016 Maruti Baleno ZETA CVT PETROL 1.2
1650,Renault,Duster 110 PS RXL 4X2 AMT,Automatic,2016.0,Diesel,1461.0,41022.0,1st owner,761000,14878.0,True,Yes,KA05,2016 Renault Duster 110 PS RXL 4X2 AMT
1651,Maruti,XL6 ALPHA MT,Manual,2021.0,Petrol,1462.0,30449.0,1st owner,1038000,19757.0,True,Yes,KA51,2021 Maruti XL6 ALPHA MT
1652,Maruti,XL6 ZETA MT,Manual,2022.0,Petrol,1462.0,59304.0,1st owner,1037000,19738.0,True,No,KA24,2022 Maruti XL6 ZETA MT
1653,Honda,City 1.5L I-VTEC ZX CVT,Automatic,2022.0,Petrol,1498.0,9928.0,1st owner,1375000,26172.0,True,No,KA04,2022 Honda City 1.5L I-VTEC ZX CVT
1654,Mahindra,XUV300 W6 1.2 PETROL,Manual,2023.0,Petrol,1197.0,10190.0,1st owner,966000,18387.0,True,No,KA04,2023 Mahindra XUV300 W6 1.2 PETROL
1655,Hyundai,Verna 1.6 VTVT SX (O) AT,Automatic,2018.0,Petrol,1591.0,61288.0,2nd owner,866000,16484.0,True,No,KA53,2018 Hyundai Verna 1.6 VTVT SX (O) AT
1656,Maruti,Celerio ZXI AMT,Automatic,2016.0,Petrol,998.0,43855.0,1st owner,430000,8412.0,True,No,KA53,2016 Maruti Celerio ZXI AMT
1657,Hyundai,NEW SANTRO SPORTZ AMT,Automatic,2018.0,Petrol,1086.0,17268.0,1st owner,478000,9346.0,True,No,KA20,2018 Hyundai NEW SANTRO SPORTZ AMT
1658,Maruti,Vitara Brezza VXI,Manual,2020.0,Petrol,1462.0,37548.0,2nd owner,810000,15418.0,True,No,KA21,2020 Maruti Vitara Brezza VXI
1659,Maruti,Alto 800 LXI O,Manual,2016.0,Petrol,796.0,14901.0,1st owner,298000,5831.0,True,No,KA06,2016 Maruti Alto 800 LXI O
1660,Hyundai,Creta SX AT 1.6 PETROL,Automatic,2019.0,Petrol,1591.0,57859.0,1st owner,1134000,21585.0,True,Yes,KA04,2019 Hyundai Creta SX AT 1.6 PETROL
1661,Hyundai,Creta SX IVT 1.5 PETROL,Automatic,2020.0,Petrol,1497.0,30936.0,1st owner,1455000,27695.0,True,Yes,KA03,2020 Hyundai Creta SX IVT 1.5 PETROL
1662,Hyundai,Grand i10 ASTA (O) AT 1.2 KAPPA VTVT,Automatic,2016.0,Petrol,1197.0,32979.0,1st owner,539000,10540.0,True,No,KA05,2016 Hyundai Grand i10 ASTA (O) AT 1.2 KAPPA VTVT
1663,Volkswagen,Ameo HIGHLINE1.2L,Manual,2016.0,Petrol,1198.0,68602.0,2nd owner,518000,10123.0,True,No,KA01,2016 Volkswagen Ameo HIGHLINE1.2L
1664,Maruti,IGNIS ALPHA 1.2,Manual,2018.0,Petrol,1197.0,83348.0,1st owner,526000,10290.0,True,No,KA04,2018 Maruti IGNIS ALPHA 1.2
1665,Toyota,Etios G,Manual,2012.0,Petrol,1496.0,92396.0,1st owner,364000,12105.0,True,No,KA05,2012 Toyota Etios G
1667,Mahindra,XUV700 AX 5 P MT 5 STR,Manual,2022.0,Petrol,1997.0,31256.0,1st owner,1551000,29522.0,True,Yes,KA53,2022 Mahindra XUV700 AX 5 P MT 5 STR
1668,Hyundai,Elite i20 MAGNA 1.2,Manual,2015.0,Petrol,1197.0,64338.0,1st owner,489000,9560.0,True,No,KA03,2015 Hyundai Elite i20 MAGNA 1.2
1669,Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2015.0,Petrol,1499.0,64622.0,2nd owner,504000,9847.0,True,No,KA04,2015 Ford Ecosport TITANIUM 1.5L PETROL
1670,Mahindra,TUV300 T8,Manual,2016.0,Diesel,1493.0,29721.0,1st owner,666000,13029.0,True,No,KA53,2016 Mahindra TUV300 T8
1671,Maruti,Ertiga VDI,Manual,2014.0,Diesel,1248.0,90881.0,1st owner,672000,17696.0,True,Yes,KA50,2014 Maruti Ertiga VDI
1673,Maruti,Celerio VXI AMT,Automatic,2015.0,Petrol,998.0,29983.0,2nd owner,400000,7820.0,True,No,KA05,2015 Maruti Celerio VXI AMT
1674,Honda,BR-V 1.5L I-VTEC VX,Manual,2016.0,Petrol,1497.0,34721.0,2nd owner,682000,13333.0,True,No,KA03,2016 Honda BR-V 1.5L I-VTEC VX
1675,Hyundai,VENUE SX 1.0 TURBO,Manual,2019.0,Petrol,998.0,23998.0,2nd owner,819000,15588.0,True,Yes,KA19,2019 Hyundai VENUE SX 1.0 TURBO
1676,Hyundai,i10 SPORTZ 1.2,Manual,2013.0,Petrol,1197.0,67134.0,2nd owner,340000,8954.0,True,No,KA05,2013 Hyundai i10 SPORTZ 1.2
1677,Maruti,Ertiga VXI AT,Automatic,2016.0,Petrol,1373.0,49938.0,1st owner,663000,12968.0,True,No,KA51,2016 Maruti Ertiga VXI AT
1678,MG,HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR,Automatic,2021.0,Petrol,1451.0,37246.0,1st owner,1753000,33367.0,True,No,KA03,2021 MG HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR
1679,Hyundai,Elite i20 ASTA 1.2,Manual,2015.0,Petrol,1197.0,78993.0,1st owner,567000,11092.0,True,No,KA42,2015 Hyundai Elite i20 ASTA 1.2
1680,Honda,City 1.5L I-VTEC SV CVT,Automatic,2014.0,Petrol,1497.0,74783.0,2nd owner,482000,10723.0,True,No,KA53,2014 Honda City 1.5L I-VTEC SV CVT
1681,Honda,City 1.5L I-VTEC V MT,Manual,2015.0,Petrol,1497.0,83531.0,1st owner,569000,11122.0,True,No,KA05,2015 Honda City 1.5L I-VTEC V MT
1682,Toyota,Glanza G,Manual,2020.0,Petrol,1197.0,68494.0,2nd owner,633000,12368.0,True,No,KA04,2020 Toyota Glanza G
1683,Hyundai,i20 Active 1.2 SX,Manual,2017.0,Petrol,1197.0,58025.0,2nd owner,630000,12318.0,True,No,KA04,2017 Hyundai i20 Active 1.2 SX
1684,KIA,SELTOS GTX 1.4 PETROL,Manual,2020.0,Petrol,1353.0,64932.0,1st owner,1299000,24725.0,True,No,KA51,2020 KIA SELTOS GTX 1.4 PETROL
1685,Hyundai,Verna FLUIDIC 1.6 VTVT SX,Manual,2014.0,Petrol,1591.0,101540.0,1st owner,468000,10410.0,True,No,KA03,2014 Hyundai Verna FLUIDIC 1.6 VTVT SX
1686,Maruti,Swift ZXI AMT,Automatic,2018.0,Petrol,1197.0,46324.0,1st owner,650000,12701.0,True,No,KA03,2018 Maruti Swift ZXI AMT
1687,Maruti,Swift VXI,Manual,2019.0,Petrol,1197.0,29056.0,2nd owner,609000,11898.0,True,No,KA41,2019 Maruti Swift VXI
1688,Maruti,S PRESSO VXI,Manual,2019.0,Petrol,998.0,25604.0,2nd owner,390000,7625.0,True,No,KA03,2019 Maruti S PRESSO VXI
1689,Toyota,Glanza V AMT,Automatic,2024.0,Petrol,1197.0,10441.0,1st owner,1015000,19320.0,True,No,KA41,2024 Toyota Glanza V AMT
1690,Tata,NEXON XZA PLUS SUNROOF PETROL,Automatic,2021.0,Petrol,1199.0,18030.0,1st owner,1018000,19377.0,True,No,KA53,2021 Tata NEXON XZA PLUS SUNROOF PETROL
1691,KIA,CARENS LUXURY PLUS 1.4 PETROL DCT 6 STR,Automatic,2022.0,Petrol,1353.0,12150.0,1st owner,1613000,30702.0,True,No,KA05,2022 KIA CARENS LUXURY PLUS 1.4 PETROL DCT 6 STR
1692,KIA,CARENS PRESTIGE 1.5 DIESEL 7 STR,Manual,2022.0,Diesel,1493.0,37095.0,1st owner,1279000,24352.0,True,Yes,KA04,2022 KIA CARENS PRESTIGE 1.5 DIESEL 7 STR
1694,KIA,SELTOS HTX 1.5 DIESEL,Manual,2020.0,Diesel,1493.0,34099.0,1st owner,1390000,26457.0,True,No,KA53,2020 KIA SELTOS HTX 1.5 DIESEL
1695,Mahindra,Thar LX PETROL HT 4WD AT,Automatic,2023.0,Petrol,1997.0,7136.0,1st owner,1605000,30550.0,True,No,KA41,2023 Mahindra Thar LX PETROL HT 4WD AT
1696,Nissan,MAGNITE XV MT,Manual,2021.0,Petrol,999.0,49901.0,1st owner,681000,13315.0,True,Yes,KA01,2021 Nissan MAGNITE XV MT
1697,Hyundai,Xcent SX 1.2 (O),Manual,2014.0,Petrol,1197.0,53582.0,1st owner,432000,9610.0,True,Yes,KA05,2014 Hyundai Xcent SX 1.2 (O)
1698,Nissan,MAGNITE XE,Manual,2022.0,Petrol,999.0,19286.0,1st owner,566000,11073.0,True,No,KA03,2022 Nissan MAGNITE XE
1699,Maruti,Baleno ALPHA PETROL 1.2,Manual,2016.0,Petrol,1197.0,33128.0,1st owner,647000,12651.0,True,No,KA03,2016 Maruti Baleno ALPHA PETROL 1.2
1700,Tata,PUNCH CREATIVE  MT,Manual,2023.0,Petrol,1199.0,9112.0,1st owner,841000,16003.0,True,Yes,KA02,2023 Tata PUNCH CREATIVE  MT
1701,Maruti,Dzire VXI,Manual,2017.0,Petrol,1197.0,35892.0,1st owner,605000,11820.0,True,No,KA03,2017 Maruti Dzire VXI
1702,Hyundai,i20 SPORTZ 1.2,Manual,2013.0,Petrol,1197.0,55007.0,1st owner,423000,11139.0,True,No,KA53,2013 Hyundai i20 SPORTZ 1.2
1703,Maruti,Baleno DELTA PETROL 1.2,Manual,2022.0,Petrol,1197.0,25794.0,1st owner,755000,14764.0,True,No,KA01,2022 Maruti Baleno DELTA PETROL 1.2
1704,Hyundai,Eon MAGNA +,Manual,2013.0,Petrol,814.0,19659.0,2nd owner,230000,6049.0,True,No,WB56,2013 Hyundai Eon MAGNA +
1705,Tata,ALTROZ XZ PETROL,Manual,2021.0,Petrol,1199.0,3841.0,1st owner,769000,15038.0,True,No,KA53,2021 Tata ALTROZ XZ PETROL
1706,Hyundai,Elite i20 ASTA 1.2 (O),Manual,2018.0,Petrol,1197.0,15853.0,1st owner,738000,14426.0,True,No,KA03,2018 Hyundai Elite i20 ASTA 1.2 (O)
1708,Maruti,Baleno DELTA PETROL 1.2,Manual,2016.0,Petrol,1197.0,82967.0,1st owner,540000,10561.0,True,No,KA03,2016 Maruti Baleno DELTA PETROL 1.2
1709,Honda,City 1.5L I-VTEC VX,Manual,2021.0,Petrol,1498.0,30309.0,1st owner,1043000,19853.0,True,No,KA01,2021 Honda City 1.5L I-VTEC VX
1710,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2017.0,Petrol,1197.0,112062.0,1st owner,582000,12951.0,True,No,TS07,2017 Maruti Baleno ZETA CVT PETROL 1.2
1712,Maruti,Grand Vitara DELTA SMART HYBRID,Manual,2023.0,Petrol,1462.0,28842.0,1st owner,1233000,23469.0,True,No,TS08,2023 Maruti Grand Vitara DELTA SMART HYBRID
1713,Tata,Tiago XZA PETROL,Automatic,2018.0,Petrol,1199.0,41772.0,2nd owner,490000,9571.0,True,No,TS08,2018 Tata Tiago XZA PETROL
1714,Maruti,Swift Dzire VDI,Manual,2013.0,Diesel,1248.0,109035.0,2nd owner,425000,14107.0,True,Yes,AP10,2013 Maruti Swift Dzire VDI
1715,Maruti,Ertiga VXI AT SHVS,Automatic,2022.0,Petrol,1462.0,35378.0,1st owner,1084000,20633.0,True,Yes,TS12,2022 Maruti Ertiga VXI AT SHVS
1716,Maruti,Dzire VXI,Manual,2019.0,Petrol,1197.0,91942.0,1st owner,600000,11730.0,True,No,TS08,2019 Maruti Dzire VXI
1717,Mahindra,XUV500 W7,Manual,2019.0,Diesel,2179.0,79470.0,1st owner,1097000,20880.0,True,No,TS07,2019 Mahindra XUV500 W7
1718,Maruti,Vitara Brezza ZDI,Manual,2016.0,Diesel,1248.0,76173.0,1st owner,762000,14902.0,True,No,TS07,2016 Maruti Vitara Brezza ZDI
1719,Mahindra,XUV700 AX 5 D MT 5 STR,Manual,2022.0,Diesel,2184.0,29358.0,1st owner,1789000,34052.0,True,No,TS07,2022 Mahindra XUV700 AX 5 D MT 5 STR
1720,Hyundai,Elite i20 ASTA 1.2 DUAL TONE,Manual,2017.0,Petrol,1197.0,79690.0,1st owner,636000,12442.0,True,No,TS09,2017 Hyundai Elite i20 ASTA 1.2 DUAL TONE
1721,Maruti,Swift ZXI,Manual,2016.0,Petrol,1197.0,77053.0,1st owner,538000,10509.0,True,Yes,TS11,2016 Maruti Swift ZXI
1722,KIA,SELTOS HTK PLUS 1.5,Manual,2021.0,Petrol,1497.0,34663.0,1st owner,1147000,21832.0,True,No,TS15,2021 KIA SELTOS HTK PLUS 1.5
1723,Maruti,Swift VXI,Manual,2017.0,Petrol,1197.0,25847.0,2nd owner,545000,10655.0,True,No,TS07,2017 Maruti Swift VXI
1724,Honda,WR-V 1.2L I-VTEC VX MT,Manual,2019.0,Petrol,1199.0,29923.0,1st owner,780000,15250.0,True,No,TS08,2019 Honda WR-V 1.2L I-VTEC VX MT
1725,Honda,Amaze 1.2L I-VTEC VX,Manual,2019.0,Petrol,1199.0,37615.0,1st owner,689000,13470.0,True,No,TS10,2019 Honda Amaze 1.2L I-VTEC VX
1726,Maruti,Baleno DELTA PETROL 1.2,Manual,2019.0,Petrol,1197.0,74173.0,1st owner,615000,12033.0,True,No,TS08,2019 Maruti Baleno DELTA PETROL 1.2
1728,Tata,NEXON XZA PLUS PETROL,Automatic,2020.0,Petrol,1198.0,32729.0,1st owner,916000,17435.0,True,No,TS08,2020 Tata NEXON XZA PLUS PETROL
1729,Maruti,Celerio VXI (O),Manual,2018.0,Petrol,998.0,37192.0,2nd owner,418000,8176.0,True,No,TS10,2018 Maruti Celerio VXI (O)
1730,Hyundai,Creta SX (O) 1.6 PETROL,Manual,2019.0,Petrol,1591.0,83716.0,1st owner,1093000,20804.0,True,No,TS08,2019 Hyundai Creta SX (O) 1.6 PETROL
1731,Tata,NEXON XZ PLUS PETROL,Manual,2020.0,Petrol,1198.0,75042.0,1st owner,834000,15874.0,True,No,TS08,2020 Tata NEXON XZ PLUS PETROL
1732,Hyundai,NEW SANTRO ERA EXECUTIVE,Manual,2019.0,Petrol,1086.0,52881.0,1st owner,428000,8358.0,True,No,TS07,2019 Hyundai NEW SANTRO ERA EXECUTIVE
1733,Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2018.0,Petrol,1197.0,62129.0,1st owner,653000,12759.0,True,No,TS13,2018 Maruti Baleno ZETA CVT PETROL 1.2
1734,Hyundai,VENUE SX 1.0 (O) TURBO IMT,Manual,2020.0,Petrol,998.0,47544.0,1st owner,954000,18159.0,True,No,TS09,2020 Hyundai VENUE SX 1.0 (O) TURBO IMT
1735,Toyota,Glanza V,Manual,2019.0,Petrol,1197.0,31957.0,1st owner,728000,14233.0,True,Yes,TS07,2019 Toyota Glanza V
1736,Honda,WR-V 1.5L I-DTEC VX MT,Manual,2017.0,Diesel,1498.0,97807.0,1st owner,725000,14168.0,True,No,TS07,2017 Honda WR-V 1.5L I-DTEC VX MT
1737,Hyundai,Elite i20 SPORTZ 1.2,Manual,2016.0,Petrol,1197.0,89807.0,1st owner,564000,11026.0,True,Yes,TS09,2016 Hyundai Elite i20 SPORTZ 1.2
1738,Renault,Kwid CLIMBER AMT 1.0,Automatic,2022.0,Petrol,999.0,25787.0,1st owner,578000,11290.0,True,No,TS07,2022 Renault Kwid CLIMBER AMT 1.0
1739,Volkswagen,TAIGUN GT PLUS 1.5 TSI DSG,Automatic,2022.0,Petrol,1498.0,46791.0,1st owner,1583000,30131.0,True,No,TS12,2022 Volkswagen TAIGUN GT PLUS 1.5 TSI DSG
1740,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2019.0,Petrol,1353.0,73142.0,1st owner,1271000,24192.0,True,No,TS07,2019 KIA SELTOS GTX PLUS DCT 1.4 PETROL
1741,Maruti,Baleno ZETA PETROL 1.2,Manual,2018.0,Petrol,1197.0,60017.0,1st owner,630000,12323.0,True,No,TS08,2018 Maruti Baleno ZETA PETROL 1.2
1742,MG,HECTOR SHARP 1.5 PETROL CVT,Automatic,2021.0,Petrol,1451.0,53405.0,1st owner,1492000,28393.0,True,No,TS09,2021 MG HECTOR SHARP 1.5 PETROL CVT
1743,Maruti,Celerio ZXI PLUS AGS,Automatic,2021.0,Petrol,998.0,3760.0,2nd owner,630000,12326.0,True,No,TS08,2021 Maruti Celerio ZXI PLUS AGS
1744,Renault,Kwid CLIMBER AMT 1.0,Automatic,2022.0,Petrol,999.0,9601.0,1st owner,575000,11241.0,True,No,TS09,2022 Renault Kwid CLIMBER AMT 1.0
1745,Maruti,Alto K10 VXI PLUS AMT,Automatic,2023.0,Petrol,998.0,15262.0,1st owner,565000,11037.0,True,No,TS15,2023 Maruti Alto K10 VXI PLUS AMT
1746,Volkswagen,Ameo COMFORTLINE 1.0L,Manual,2019.0,Petrol,999.0,57667.0,1st owner,534000,10433.0,True,No,TS15,2019 Volkswagen Ameo COMFORTLINE 1.0L
1747,Maruti,IGNIS ALPHA 1.2,Manual,2018.0,Petrol,1197.0,35090.0,1st owner,535000,10460.0,True,No,TS10,2018 Maruti IGNIS ALPHA 1.2
1748,Honda,City 1.5L I-VTEC V MT,Manual,2012.0,Petrol,1497.0,65530.0,2nd owner,408000,13551.0,True,No,AP28,2012 Honda City 1.5L I-VTEC V MT
1749,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2015.0,Petrol,1197.0,82452.0,1st owner,449000,8775.0,True,Yes,AP27,2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
1750,Maruti,Alto 800 LXI,Manual,2014.0,Petrol,796.0,58622.0,1st owner,252000,5606.0,True,No,AP21,2014 Maruti Alto 800 LXI
1751,Tata,Tiago XM DIESEL,Manual,2018.0,Diesel,1047.0,91168.0,2nd owner,399000,7801.0,True,No,TS09,2018 Tata Tiago XM DIESEL
1752,Nissan,MAGNITE XL TURBO,Manual,2021.0,Petrol,999.0,33387.0,1st owner,659000,12884.0,True,No,TS08,2021 Nissan MAGNITE XL TURBO
1753,Tata,Tiago XE PETROL,Manual,2020.0,Petrol,1199.0,57810.0,1st owner,475000,9286.0,True,No,TS08,2020 Tata Tiago XE PETROL
1754,Mahindra,Scorpio S5,Manual,2018.0,Diesel,2179.0,95181.0,1st owner,802000,15265.0,True,No,TS07,2018 Mahindra Scorpio S5
1755,Hyundai,i20 Active 1.2 SX,Manual,2015.0,Petrol,1197.0,38799.0,1st owner,579000,11322.0,True,Yes,TS09,2015 Hyundai i20 Active 1.2 SX
1756,Maruti,XL6 ZETA MT,Manual,2021.0,Petrol,1462.0,53293.0,1st owner,980000,18653.0,True,No,TS19,2021 Maruti XL6 ZETA MT
1757,Maruti,Swift VDI,Manual,2012.0,Diesel,1248.0,62234.0,2nd owner,342000,16099.0,True,No,AP10,2012 Maruti Swift VDI
1758,KIA,SELTOS HTK 1.5 PETROL,Manual,2023.0,Petrol,1497.0,4607.0,1st owner,1237000,23545.0,True,No,TS08,2023 KIA SELTOS HTK 1.5 PETROL
